time,pos1,pos2,vel1,vel2,tau1,tau2
7.449999999999999956e-01,3.084949722258316651e+00,-8.954207405840186595e-03,-3.669329409618179438e-01,5.302531407487368620e-01,0.000000000000000000e+00,-1.678764820098876953e-01
7.500000000000000000e-01,3.083386112310756655e+00,-6.791039320539482560e-03,-2.586525348571412364e-01,3.352523564818300494e-01,0.000000000000000000e+00,-1.671105623245239258e-01
7.550000000000000044e-01,3.082318258662127164e+00,-5.524287825326545942e-03,-1.686957749635151216e-01,1.717880501459999043e-01,0.000000000000000000e+00,-1.065677404403686523e-01
7.600000000000000089e-01,3.081655131972304229e+00,-4.997474782017619077e-03,-9.749324137026256498e-02,4.052045224577854876e-02,0.000000000000000000e+00,-4.968881607055664062e-02
7.650000000000000133e-01,3.081319406921655180e+00,-5.078355611958684790e-03,-5.006306910200930549e-02,-5.026568151473236046e-02,0.000000000000000000e+00,-1.139652729034423828e-01
7.700000000000000178e-01,3.081201508274287626e+00,-5.581823430306442901e-03,-2.837015819071517231e-04,-1.465098899058205340e-01,0.000000000000000000e+00,-2.649182081222534180e-01
7.750000000000000222e-01,3.081232542995291368e+00,-6.407947198186825233e-03,1.110684769615219621e-02,-1.817310783882861713e-01,0.000000000000000000e+00,-1.885819435119628906e-01
7.800000000000000266e-01,3.080686489971404818e+00,-6.307926513586359363e-03,-2.119080521250411575e-01,1.926767878940270351e-01,0.000000000000000000e+00,8.335351943969726562e-01
7.850000000000000311e-01,3.080247531465197586e+00,-6.437329718983697546e-03,1.775526184396966634e-02,-2.140794585048854670e-01,0.000000000000000000e+00,-7.682025432586669922e-01
7.900000000000000355e-01,3.078898225849144410e+00,-5.057135545970758983e-03,-5.392960817771950133e-01,7.362731372631901028e-01,0.000000000000000000e+00,2.090282440185546875e+00
7.950000000000000400e-01,3.079257188493401909e+00,-6.684650243921730350e-03,6.636001136646179077e-01,-1.355829604596525462e+00,0.000000000000000000e+00,-4.318480491638183594e+00
